NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
5	843	5.42366	1241	6.34231	51.3139	
3	536	3.4485	574	2.93351	46.3847	
4	529	3.40346	547	2.79552	46.5261	
