#Percentile	PrimaryRequired	PrimaryLossCnt	PrimaryAvg	PrimaryStddev	PrimaryLossAvg	PrimaryLossStddev	SecondaryOptimal	SecondaryAvg	SecondaryStddev	SecondaryLossAvg	SecondaryLossStddev	CalibrationStepsAvg	CalibrationStepsStddev	CalibrationTimeAvg	CalibrationTimeStddev	CalibrationTimePercAvg	CalibrationTimePercStddev	CalibrationTaksAvg	CalibrationTasksStddev	CalibrationTasksPercAvg	CalibrationTasksPercStddev	CalibrationWattsAvg	CalibrationWattsStddev	ReconfigurationTimeWorkersAvg	ReconfigurationTimeWorkersStddev	ReconfigurationTimeFrequencyAvg	ReconfigurationTimeFrequencyStddev	ReconfigurationTimeTotalAvg	ReconfigurationTimeTotalStddev
10	382.0707	0	368.978	0.0	0	0	34.135	34.1092	0.0	-0.0755822469606	0.0	5.0	0.0	15308.0	0.0	4.14876	0.0	353.0	0.0	4.76255	0.0	37.9177	0.0	0.00135667	0.0	0.210514	0.0	3.05183	0.0
30	992.5661	0	969.407	0.0	0	0	27.8025	33.2419	0.0	19.5644276594	0.0	3.0	0.0	11750.0	0.0	1.21208	0.0	210.0	0.0	2.82069	0.0	34.3263	0.0	0.00238792	0.0	4.98655	0.0	6.42005	0.0
50	1603.0615	0	1544.69	0.0	0	0	24.9002	30.6097	0.0	22.9295347025	0.0	5.0	0.0	28594.0	0.0	1.85112	0.0	325.0	0.0	4.36711	0.0	28.0979	0.0	0.00181236	0.0	4.70759	0.0	5.58461	0.0
70	2213.5569	0	1665.62	0.0	0	0	24.9002	28.6296	0.0	14.9773897398	0.0	5.0	0.0	29501.0	0.0	1.77117	0.0	319.0	0.0	4.28245	0.0	27.1739	0.0	0.00170875	0.0	4.49321	0.0	5.45642	0.0
90	2824.0523	0	2704.88	0.0	0	0	24.9002	34.0459	0.0	36.72942386	0.0	5.0	0.0	43574.0	0.0	1.61094	0.0	310.0	0.0	4.15996	0.0	25.9669	0.0	0.00204222	0.0	4.56497	0.0	5.64907	0.0
