TimestampMillisecs	[[EmitterVc][WorkersVc][CollectorVc]]	Workers	Frequency	CurrentBandwidth	SmoothedBandwidth	CoeffVarBandwidth	SmoothedLatency	SmoothedUtilization	SmoothedWatts	
504	[[0][1,2,3,4,5,6,7,8,9,10,11,12,]]	12	1600000	40814	40814	0	293950	99.977	43.9839	
1007	[[0][1,2,3,4,5,6,7,]]	7	2000000	30772.8	30772.8	0	227421	99.9767	41.4072	
1512	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,]]	18	1300000	51293.5	51293.5	0	350837	99.9757	44.4546	
2040	[[0][1,2,]]	2	1500000	6602.35	6602.35	0	302849	99.976	23.6546	
2543	[[0][1,2,3,4,]]	4	1700000	14938.2	14938.2	0	267708	99.9769	28.6161	
3066	[[0][1,2,3,4,]]	4	1200000	10557.7	10557.7	0	378779	99.9759	22.8173	
3567	[[0][1,2,3,4,]]	4	1200000	10586.6	10572.2	0.193397	378264	99.9767	23.0164	
4067	[[0][1,2,3,4,]]	4	1200000	10560.2	10568.2	0.151661	378407	99.9765	23.1037	
4568	[[0][1,2,3,4,]]	4	1200000	10595.5	10575	0.178929	378163	99.9766	23.0471	
5068	[[0][1,2,3,4,]]	4	1200000	10574.1	10574.8	0.155007	378169	99.9766	22.983	
5569	[[0][1,2,3,4,]]	4	1200000	10596.4	10578.4	0.16175	378041	99.9767	23.0208	
6069	[[0][1,2,3,4,]]	4	1200000	10540.1	10573	0.201463	378236	99.9765	22.9998	
6570	[[0][1,2,3,4,]]	4	1200000	10583.5	10574.3	0.189814	378189	99.9765	23.0338	
7070	[[0][1,2,3,4,]]	4	1200000	10574.7	10574.3	0.17756	378187	99.9766	23.056	
7571	[[0][1,2,3,4,]]	4	1200000	10596.4	10576.5	0.179893	378108	99.9765	23.0741	
8071	[[0][1,2,3,4,]]	4	1200000	10577.2	10578.5	0.168699	378038	99.9765	23.112	
8572	[[0][1,2,3,4,]]	4	1200000	10591.1	10578.9	0.171355	378022	99.9764	23.0632	
9072	[[0][1,2,3,4,]]	4	1200000	10566.9	10579.6	0.165142	377998	99.9764	22.9754	
9573	[[0][1,2,3,4,]]	4	1200000	10572.8	10577.3	0.157212	378079	99.9763	23.0105	
10073	[[0][1,2,3,4,]]	4	1200000	10550.6	10575	0.176505	378162	99.9762	23.0621	
10573	[[0][1,2,3,4,]]	4	1200000	10575.5	10572.9	0.16174	378237	99.9761	23.0654	
11074	[[0][1,2,3,4,]]	4	1200000	10593.3	10578.2	0.129614	378047	99.9763	23.1069	
11574	[[0][1,2,3,4,]]	4	1200000	10577	10577.6	0.12843	378071	99.9764	23.103	
12075	[[0][1,2,3,4,]]	4	1200000	10594.8	10579.6	0.137755	377998	99.9763	23.0994	
12575	[[0][1,2,3,4,]]	4	1200000	10573.6	10577.3	0.126555	378080	99.9764	23.08	
13075	[[0][1,2,3,4,]]	4	1200000	10597.8	10579.3	0.140583	378007	99.9764	23.0357	
13576	[[0][1,2,3,4,]]	4	1200000	10579.1	10578.1	0.135093	378050	99.9766	23.0836	
14076	[[0][1,2,3,4,]]	4	1200000	10594.7	10580.9	0.137619	377951	99.9766	23.1738	
14577	[[0][1,2,3,4,]]	4	1200000	10569.7	10580.6	0.139751	377962	99.9766	23.1838	
15077	[[0][1,2,3,4,]]	4	1200000	10591.1	10584.7	0.100353	377818	99.9769	23.1953	
15578	[[0][1,2,3,4,]]	4	1200000	10541.5	10581.3	0.163054	377940	99.9767	23.199	
16078	[[0][1,2,3,4,]]	4	1200000	10574.9	10579.4	0.158799	378005	99.9765	23.2024	
16579	[[0][1,2,3,4,]]	4	1200000	10571.5	10578.9	0.160465	378024	99.9765	23.1907	
17079	[[0][1,2,3,4,]]	4	1200000	10590.2	10578.4	0.156419	378041	99.9765	23.1493	
17580	[[0][1,2,3,4,]]	4	1200000	10579.2	10579	0.155588	378021	99.9766	23.1751	
18080	[[0][1,2,3,4,]]	4	1200000	10586.9	10577.9	0.145622	378060	99.9765	23.2287	
18580	[[0][1,2,3,4,]]	4	1200000	10586.7	10578.6	0.14799	378032	99.9764	23.2334	
19081	[[0][1,2,3,4,]]	4	1200000	10575.1	10576.7	0.13814	378102	99.9765	23.2333	
19581	[[0][1,2,3,4,]]	4	1200000	10592.6	10579	0.143486	378021	99.9765	23.2295	
20082	[[0][1,2,3,4,]]	4	1200000	10575.4	10577.4	0.137876	378077	99.9765	23.1731	
20582	[[0][1,2,3,4,]]	4	1200000	10590.1	10582.3	0.0739431	377903	99.9766	23.1274	
21083	[[0][1,2,3,4,]]	4	1200000	10568.9	10581.7	0.0815932	377924	99.9767	23.0578	
21583	[[0][1,2,3,4,]]	4	1200000	10597.3	10584.2	0.0859871	377833	99.9767	23.0488	
22084	[[0][1,2,3,4,]]	4	1200000	10574.3	10582.7	0.0881799	377889	99.9767	23.0913	
22584	[[0][1,2,3,4,]]	4	1200000	10593.5	10584.1	0.0928692	377838	99.9766	23.0857	
23084	[[0][1,2,3,4,]]	4	1200000	10574	10582.8	0.0968984	377884	99.9767	23.0871	
23585	[[0][1,2,3,4,]]	4	1200000	10595.9	10583.7	0.10414	377852	99.9768	23.0869	
24085	[[0][1,2,3,4,]]	4	1200000	10574.3	10583.6	0.104818	377855	99.9768	23.0973	
24586	[[0][1,2,3,4,]]	4	1200000	10593.6	10583.7	0.105648	377852	99.9768	23.0364	
25086	[[0][1,2,3,4,]]	4	1200000	10567.8	10583	0.113692	377879	99.9768	23.0372	
25587	[[0][1,2,3,4,]]	4	1200000	10596.7	10583.6	0.119362	377854	99.9766	23.0348	
26087	[[0][1,2,3,4,]]	4	1200000	10576.7	10584.4	0.111887	377826	99.9765	23.0974	
26588	[[0][1,2,3,4,]]	4	1200000	10583.3	10583	0.10342	377876	99.9764	23.1143	
27088	[[0][1,2,3,4,]]	4	1200000	10561.8	10581.8	0.119332	377920	99.9764	23.0755	
27589	[[0][1,2,3,4,]]	4	1200000	10561	10578.5	0.126914	378036	99.9763	23.0603	
28089	[[0][1,2,3,4,]]	4	1200000	10574.8	10578.6	0.126646	378033	99.9761	23.0493	
28590	[[0][1,2,3,4,]]	4	1200000	10569.2	10575.9	0.115118	378127	99.9759	22.9479	
29090	[[0][1,2,3,4,]]	4	1200000	10595.9	10578.1	0.129245	378050	99.9758	22.8596	
29591	[[0][1,2,3,4,]]	4	1200000	10574.2	10576.1	0.118786	378119	99.9758	22.9093	
30091	[[0][1,2,3,4,]]	4	1200000	10595.1	10578.9	0.127524	378021	99.9757	22.9506	
30592	[[0][1,2,3,4,]]	4	1200000	10575.7	10576.8	0.113001	378097	99.976	22.9933	
31092	[[0][1,2,3,4,]]	4	1200000	10593.7	10578.5	0.123826	378037	99.9762	22.9999	
31592	[[0][1,2,3,4,]]	4	1200000	10576.7	10577.8	0.122859	378061	99.9763	22.9985	
32093	[[0][1,2,3,4,]]	4	1200000	10596	10581.2	0.121153	377939	99.9764	23.0344	
32593	[[0][1,2,3,4,]]	4	1200000	10574.9	10582.6	0.103969	377889	99.9764	23.0164	
33094	[[0][1,2,3,4,]]	4	1200000	10596.7	10584.8	0.108118	377812	99.9766	22.9639	
33594	[[0][1,2,3,4,]]	4	1200000	10580.8	10586	0.0964361	377771	99.9768	23.0556	
34095	[[0][1,2,3,4,]]	4	1200000	10591.3	10585.5	0.0927247	377787	99.9768	23.1205	
34595	[[0][1,2,3,4,]]	4	1200000	10577.8	10585.9	0.088867	377774	99.9767	23.1252	
35095	[[0][1,2,3,4,]]	4	1200000	10582.3	10584.6	0.0837548	377820	99.9768	23.1312	
35596	[[0][1,2,3,4,]]	4	1200000	10581.4	10585.2	0.0793434	377800	99.9768	23.1359	
36096	[[0][1,2,3,4,]]	4	1200000	10575.6	10583.4	0.0784097	377864	99.9767	23.128	
36597	[[0][1,2,3,4,]]	4	1200000	10588.8	10584.6	0.0765145	377821	99.9768	23.1048	
37097	[[0][1,2,3,4,]]	4	1200000	10568	10581.8	0.0805986	377921	99.9768	23.0735	
37597	[[0][1,2,3,4,]]	4	1200000	10598	10584.1	0.0900156	377839	99.9767	23.1065	
38098	[[0][1,2,3,4,]]	4	1200000	10572.3	10581.6	0.0854522	377925	99.9766	23.1627	
38598	[[0][1,2,3,4,]]	4	1200000	10599	10583.5	0.0998057	377860	99.9766	23.167	
39099	[[0][1,2,3,4,]]	4	1200000	10575.3	10581.9	0.0987637	377918	99.9766	23.1676	
39599	[[0][1,2,3,4,]]	4	1200000	10599.2	10584	0.110087	377841	99.9766	23.1655	
40100	[[0][1,2,3,4,]]	4	1200000	10574.4	10583.2	0.113797	377870	99.9766	23.2503	
40600	[[0][1,2,3,4,]]	4	1200000	10598.3	10584.9	0.122008	377810	99.9766	23.2161	
41101	[[0][1,2,3,4,]]	4	1200000	10569.4	10584.3	0.127935	377832	99.9767	23.166	
41601	[[0][1,2,3,4,]]	4	1200000	10596.9	10585.1	0.13298	377803	99.9766	23.1846	
42101	[[0][1,2,3,4,]]	4	1200000	10575.2	10585.8	0.125327	377777	99.9766	23.3081	
42602	[[0][1,2,3,4,]]	4	1200000	10596.7	10585.7	0.12419	377782	99.9768	23.2955	
43102	[[0][1,2,3,4,]]	4	1200000	10580.8	10586.5	0.117552	377751	99.9767	23.2912	
43603	[[0][1,2,3,4,]]	4	1200000	10589.2	10585.5	0.110665	377786	99.9766	23.2892	
44103	[[0][1,2,3,4,]]	4	1200000	10587.1	10586.7	0.105292	377744	99.9765	23.2918	
44604	[[0][1,2,3,4,]]	4	1200000	10575.7	10584.4	0.101039	377828	99.9766	23.2414	
45104	[[0][1,2,3,4,]]	4	1200000	10590.6	10586	0.0966015	377769	99.9765	23.099	
45605	[[0][1,2,3,4,]]	4	1200000	10578	10584	0.0897882	377841	99.9764	23.1056	
46105	[[0][1,2,3,4,]]	4	1200000	10594.4	10586.5	0.080092	377752	99.9764	23.1566	
46605	[[0][1,2,3,4,]]	4	1200000	10573.6	10584.1	0.0802259	377835	99.9764	23.1689	
47106	[[0][1,2,3,4,]]	4	1200000	10597.4	10586.4	0.0830338	377757	99.9766	23.0788	
47606	[[0][1,2,3,4,]]	4	1200000	10563.5	10583	0.0995503	377874	99.9764	23.0777	
48107	[[0][1,2,3,4,]]	4	1200000	10578.3	10582.8	0.100402	377883	99.9763	23.0753	
48607	[[0][1,2,3,4,]]	4	1200000	10544.2	10578.3	0.149903	378044	99.9762	23.0079	
49108	[[0][1,2,3,4,]]	4	1200000	10574.2	10577	0.147329	378091	99.9763	22.9086	
49608	[[0][1,2,3,4,]]	4	1200000	10571.9	10576.6	0.148112	378104	99.9763	22.9207	
50109	[[0][1,2,3,4,]]	4	1200000	10593.6	10576.9	0.151168	378094	99.9764	22.9746	
50609	[[0][1,2,3,4,]]	4	1200000	10576.8	10576.8	0.151121	378099	99.9764	22.9997	
51110	[[0][1,2,3,4,]]	4	1200000	10592.5	10576.6	0.149064	378105	99.9764	22.9984	
51610	[[0][1,2,3,4,]]	4	1200000	10577.3	10577	0.148736	378092	99.9763	22.9956	
52111	[[0][1,2,3,4,]]	4	1200000	10582	10575.4	0.134153	378146	99.9761	23.0065	
52611	[[0][1,2,3,4,]]	4	1200000	10578.3	10576.9	0.128266	378093	99.9761	22.9149	
53112	[[0][1,2,3,4,]]	4	1200000	10575.1	10576.6	0.128286	378105	99.9763	22.8558	
53612	[[0][1,2,3,4,]]	4	1200000	10597.2	10581.9	0.0863872	377916	99.9765	22.9208	
54113	[[0][1,2,3,4,]]	4	1200000	10576.7	10582.1	0.0844711	377907	99.9765	23.0163	
54613	[[0][1,2,3,4,]]	4	1200000	10602.1	10585.2	0.0954944	377800	99.9765	23.0526	
55113	[[0][1,2,3,4,]]	4	1200000	10578.5	10583.6	0.0928858	377853	99.9764	23.0454	
55614	[[0][1,2,3,4,]]	4	1200000	10598.4	10585.8	0.0992155	377775	99.9763	23.0431	
56114	[[0][1,2,3,4,]]	4	1200000	10573.5	10583.9	0.102703	377844	99.9764	23.0422	
56615	[[0][1,2,3,4,]]	4	1200000	10599.1	10586.1	0.109232	377766	99.9764	23.0197	
57115	[[0][1,2,3,4,]]	4	1200000	10576	10585.5	0.112837	377788	99.9766	23.0178	
57616	[[0][1,2,3,4,]]	4	1200000	10599.1	10587.6	0.116801	377714	99.9766	23.1182	
58116	[[0][1,2,3,4,]]	4	1200000	10576.8	10587.7	0.115094	377708	99.9766	23.1416	
58616	[[0][1,2,3,4,]]	4	1200000	10600	10588	0.117634	377698	99.9766	23.0957	
59117	[[0][1,2,3,4,]]	4	1200000	10579.4	10588.3	0.115259	377688	99.9767	23.0914	
59617	[[0][1,2,3,4,]]	4	1200000	10592.9	10587.4	0.107383	377721	99.9767	23.0894	
60118	[[0][1,2,3,4,]]	4	1200000	10579.1	10587.4	0.106879	377719	99.9768	23.0872	
60618	[[0][1,2,3,4,]]	4	1200000	10583.8	10586	0.100817	377771	99.9768	23.0518	
61119	[[0][1,2,3,4,]]	4	1200000	10585.9	10587.2	0.0919848	377726	99.9766	22.9932	
61619	[[0][1,2,3,4,]]	4	1200000	10579.5	10585.3	0.0852882	377796	99.9766	23.004	
62120	[[0][1,2,3,4,]]	4	1200000	10597.1	10587.4	0.0859319	377720	99.9764	22.9828	
62620	[[0][1,2,3,4,]]	4	1200000	10574.1	10584.9	0.0844261	377810	99.9765	22.9683	
63121	[[0][1,2,3,4,]]	4	1200000	10594.7	10586.7	0.084364	377746	99.9765	22.9504	
63621	[[0][1,2,3,4,]]	4	1200000	10572.8	10583.9	0.0808035	377843	99.9764	22.9954	
64122	[[0][1,2,3,4,]]	4	1200000	10598.6	10585.8	0.089974	377774	99.9764	22.9539	
64622	[[0][1,2,3,4,]]	4	1200000	10570.3	10583.6	0.0974222	377854	99.9762	22.8956	
65123	[[0][1,2,3,4,]]	4	1200000	10595.6	10585.2	0.102226	377795	99.9762	22.8416	
65623	[[0][1,2,3,4,]]	4	1200000	10575	10584.4	0.106764	377827	99.9762	22.8777	
66123	[[0][1,2,3,4,]]	4	1200000	10599.8	10585.7	0.116323	377778	99.9764	22.9395	
66624	[[0][1,2,3,4,]]	4	1200000	10585.2	10586.3	0.114497	377758	99.9764	22.9542	
67124	[[0][1,2,3,4,]]	4	1200000	10602.1	10586.8	0.119943	377740	99.9764	22.9636	
67625	[[0][1,2,3,4,]]	4	1200000	10583.1	10587.7	0.113312	377708	99.9765	22.9745	
68125	[[0][1,2,3,4,]]	4	1200000	10592.4	10587.5	0.112088	377716	99.9765	23.0349	
68626	[[0][1,2,3,4,]]	4	1200000	10575.3	10587.7	0.108977	377707	99.9765	23.0119	
69127	[[0][1,2,3,4,]]	4	1200000	10562.2	10584.1	0.12592	377836	99.9762	23.0172	
69627	[[0][1,2,3,4,]]	4	1200000	10553.8	10582.4	0.151124	377896	99.9763	23.1106	
70128	[[0][1,2,3,4,]]	4	1200000	10579.7	10580.9	0.144737	377953	99.9763	23.1745	
70628	[[0][1,2,3,4,]]	4	1200000	10599.5	10583.3	0.153175	377865	99.9764	23.1697	
71128	[[0][1,2,3,4,]]	4	1200000	10577.5	10581.1	0.143638	377944	99.9762	23.1625	
71629	[[0][1,2,3,4,]]	4	1200000	10600.9	10582.7	0.155305	377888	99.9762	23.1495	
72129	[[0][1,2,3,4,]]	4	1200000	10578.5	10580.3	0.141466	377973	99.9764	23.1443	
72630	[[0][1,2,3,4,]]	4	1200000	10594	10581.4	0.147202	377933	99.9761	23.0805	
73130	[[0][1,2,3,4,]]	4	1200000	10575	10579.6	0.14347	377995	99.9762	23.0096	
73631	[[0][1,2,3,4,]]	4	1200000	10602.7	10582.4	0.157883	377897	99.9762	23.0304	
74131	[[0][1,2,3,4,]]	4	1200000	10576.6	10583.8	0.144952	377846	99.9763	23.0241	
74632	[[0][1,2,3,4,]]	4	1200000	10599.6	10588.4	0.111482	377682	99.9763	22.9893	
75132	[[0][1,2,3,4,]]	4	1200000	10577.5	10588.2	0.113366	377690	99.9763	22.9841	
75633	[[0][1,2,3,4,]]	4	1200000	10601.6	10588.4	0.115568	377683	99.9764	22.98	
76133	[[0][1,2,3,4,]]	4	1200000	10577.4	10588.4	0.115655	377684	99.9765	22.9867	
76634	[[0][1,2,3,4,]]	4	1200000	10587.4	10587	0.107932	377732	99.9765	22.9359	
77134	[[0][1,2,3,4,]]	4	1200000	10579	10587.1	0.107539	377730	99.9765	22.8955	
77634	[[0][1,2,3,4,]]	4	1200000	10587.4	10586.4	0.105136	377755	99.9767	22.9626	
78135	[[0][1,2,3,4,]]	4	1200000	10591.1	10588	0.0985815	377697	99.9766	23.0321	
78635	[[0][1,2,3,4,]]	4	1200000	10581.5	10585.9	0.0869566	377773	99.9766	23.0387	
79136	[[0][1,2,3,4,]]	4	1200000	10596.9	10587.9	0.0865952	377701	99.9767	23.047	
79636	[[0][1,2,3,4,]]	4	1200000	10579	10585.9	0.0807477	377774	99.9768	23.0513	
80137	[[0][1,2,3,4,]]	4	1200000	10595.3	10587.7	0.0799541	377711	99.9768	23.061	
80637	[[0][1,2,3,4,]]	4	1200000	10569	10584.4	0.0828008	377827	99.9767	23.0141	
81138	[[0][1,2,3,4,]]	4	1200000	10597.8	10586.4	0.0879344	377754	99.9767	22.9519	
81638	[[0][1,2,3,4,]]	4	1200000	10579.4	10585.6	0.090301	377783	99.9767	23.0153	
82138	[[0][1,2,3,4,]]	4	1200000	10600.9	10587.8	0.0976837	377704	99.9766	23.0616	
82639	[[0][1,2,3,4,]]	4	1200000	10580.3	10587.1	0.100256	377730	99.9766	23.0643	
83139	[[0][1,2,3,4,]]	4	1200000	10594.2	10587.4	0.101877	377719	99.9766	23.0633	
83640	[[0][1,2,3,4,]]	4	1200000	10582	10587.5	0.101579	377717	99.9766	23.0606	
84140	[[0][1,2,3,4,]]	4	1200000	10595.7	10587.3	0.100464	377722	99.9767	23.1011	
84641	[[0][1,2,3,4,]]	4	1200000	10574.5	10586.9	0.10497	377738	99.9766	23.028	
85141	[[0][1,2,3,4,]]	4	1200000	10587.5	10586.1	0.101308	377766	99.9767	22.9592	
85642	[[0][1,2,3,4,]]	4	1200000	10584.4	10587.7	0.0845865	377711	99.9767	23.0072	
86142	[[0][1,2,3,4,]]	4	1200000	10585.5	10586.4	0.0776911	377755	99.9767	23.0134	
86643	[[0][1,2,3,4,]]	4	1200000	10594.6	10588	0.0773056	377700	99.9768	22.9569	
87143	[[0][1,2,3,4,]]	4	1200000	10577.1	10585.6	0.0701872	377785	99.9768	22.9555	
87644	[[0][1,2,3,4,]]	4	1200000	10601.8	10587.7	0.0825418	377708	99.9768	22.9523	
88144	[[0][1,2,3,4,]]	4	1200000	10574.2	10585.7	0.0884541	377780	99.9768	22.9479	
88644	[[0][1,2,3,4,]]	4	1200000	10601.6	10587.7	0.0989607	377711	99.977	22.8972	
89145	[[0][1,2,3,4,]]	4	1200000	10566.2	10584.7	0.113586	377816	99.977	22.8837	
89645	[[0][1,2,3,4,]]	4	1200000	10585.9	10585.9	0.10836	377775	99.9768	22.9303	
90146	[[0][1,2,3,4,]]	4	1200000	10532.7	10580.4	0.191892	377970	99.9766	22.8188	
