NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
5	819	5.18584	1238	6.32698	51.6777	
4	537	3.40024	579	2.95906	48.7212	
3	539	3.4129	620	3.1686	47.8599	
