TimestampMillisecs	[[EmitterVc][WorkersVc][CollectorVc]]	Workers	Frequency	CurrentBandwidth	SmoothedBandwidth	CoeffVarBandwidth	SmoothedLatency	SmoothedUtilization	SmoothedWatts	
1246	[[0][2,3,4,5,6,7,8,9,10,11,12,13,][1]]	12	1600000	38.3212	38.3212	0	3.13571e+08	99.9988	48.9953	
2776	[[0][2,3,4,5,6,7,][1]]	6	2000000	23.4044	23.4044	0	2.56553e+08	99.9989	41.5306	
4316	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,][1]]	17	1300000	32.6315	32.6315	0	4.06665e+08	88.2334	49.3487	
5857	[[0][2,3,4,5,6,][1]]	5	2200000	21.5098	21.5098	0	2.32517e+08	99.999	42.9239	
7093	[[0][2,3,4,5,][1]]	4	1700000	13.8797	13.8797	0	2.88254e+08	99.999	31.0485	
8829	[[0][2,3,4,5,6,7,8,9,10,11,][1]]	10	1200000	23.7236	23.7236	0	4.21854e+08	99.9989	33.6964	
10732	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,15,][1]]	14	2100000	57.9952	57.9952	0	2.41691e+08	99.999	71.1104	
12101	[[0][2,3,4,5,6,7,8,9,10,][1]]	9	1200000	21.4738	21.4738	0	4.1936e+08	99.9984	32.1443	
12963	[[0][2,3,4,5,6,7,8,9,10,][1]]	9	1200000	21.788	21.6309	1.02718	4.16361e+08	99.9987	32.2112	
13803	[[0][2,3,4,5,6,7,8,9,10,][1]]	9	1200000	22.0301	21.764	1.28161	4.13793e+08	99.9988	34.0365	
14640	[[0][2,3,4,5,6,7,8,9,10,][1]]	9	1200000	21.8836	21.7939	1.08044	4.13183e+08	99.9989	34.953	
15475	[[0][2,3,4,5,6,7,8,9,10,][1]]	9	1200000	21.8207	21.7993	0.937079	4.13078e+08	99.9989	35.2217	
16325	[[0][2,3,4,5,6,7,8,9,10,][1]]	9	1200000	21.9315	21.8213	0.873102	4.12643e+08	99.9989	34.7352	
