TimestampMillisecs	[[EmitterVc][WorkersVc][CollectorVc]]	Workers	Frequency	CurrentBandwidth	SmoothedBandwidth	CoeffVarBandwidth	SmoothedLatency	SmoothedUtilization	SmoothedWatts	
505	[[0][1,2,3,4,5,6,7,8,9,10,11,12,]]	12	1600000	40895.5	40895.5	0	293367	99.9774	44.9933	
1008	[[0][1,2,3,4,5,6,7,]]	7	2000000	30814.4	30814.4	0	227114	99.9772	43.1645	
1512	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,]]	18	1300000	51358.5	51358.5	0	350395	99.9763	45.8549	
2045	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2300000	115085	115085	0	200129	99.9746	96.3492	
2547	[[0][1,2,3,4,]]	4	1700000	14971.8	14971.8	0	267107	99.9771	37.8457	
3064	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75040.3	75040.3	0	306930	99.9744	60.5865	
3565	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75524.1	75282.2	0.45445	305714	99.9752	60.464	
4066	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75666.3	75410.2	0.435162	305107	99.9754	60.3801	
4567	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75651.5	75470.6	0.389356	304818	99.9755	60.3375	
5067	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75710	75518.4	0.365583	304598	99.9756	60.3153	
5568	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75706.3	75549.8	0.342254	304454	99.9758	60.313	
6068	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75639.9	75562.6	0.315617	304389	99.9759	60.3085	
6569	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75705.7	75580.5	0.299699	304308	99.9759	60.3125	
7069	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75684.8	75592.1	0.284046	304254	99.9759	60.3079	
7570	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75730.5	75605.9	0.273936	304192	99.976	60.3058	
8071	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75687.9	75670.7	0.0774498	303880	99.9762	60.2738	
8572	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75677.8	75686.1	0.0371804	303815	99.9762	60.2727	
9072	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75700	75689.4	0.0363619	303802	99.9763	60.2791	
9573	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75711.7	75695.4	0.0327008	303778	99.9763	60.2924	
10073	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75680	75692.5	0.0325167	303790	99.9764	60.2987	
10574	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75709.2	75692.7	0.0327775	303789	99.9764	60.3022	
11075	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75700.1	75698.8	0.021744	303764	99.9764	60.3015	
11575	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75718.9	75700.1	0.0232068	303759	99.9764	60.3174	
12076	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75705.9	75702.2	0.02216	303751	99.9764	60.3277	
12576	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75677.3	75696.9	0.0200366	303772	99.9763	60.3442	
13077	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75703.5	75698.4	0.0197409	303766	99.9763	60.3656	
13578	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75684	75699.1	0.0186068	303763	99.9763	60.3637	
14078	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1500000	75708.4	75699.9	0.0190119	303760	99.9763	60.2856	
