NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
5	6142	4.40025	3154	38.501	40.8902	
4	7833	5.61171	522	6.37207	40.6466	
11	4704	3.37004	2856	34.8633	39.5942	
