NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
6	5495	8.97348	3106	37.915	41.8755	
5	11710	19.1227	708	8.64258	38.097	
5	1957	3.19583	664	8.10547	39.8357	
1	62	0.101248	1305	15.9302	27.452	
