NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
5	6091	4.40063	3165	38.6353	41.6593	
4	7779	5.62018	522	6.37207	40.3913	
11	4758	3.43756	2862	34.9365	40.5913	
