NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
12	17062	52.6102	4346	53.9273	46.175	
6	8341	25.7192	936	11.6143	45.1845	
2	283	0.872622	1870	23.2039	45.5636	
