NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
5	795	5.06434	1206	6.16375	48.8377	
3	525	3.34438	565	2.88766	47.2627	
3	505	3.21697	595	3.04099	48.0903	
3	528	3.36349	614	3.1381	47.1885	
