#Percentile	PrimaryRequired	PrimaryLossCnt	PrimaryAvg	PrimaryStddev	PrimaryLossAvg	PrimaryLossStddev	SecondaryOptimal	SecondaryAvg	SecondaryStddev	SecondaryLossAvg	SecondaryLossStddev	CalibrationStepsAvg	CalibrationStepsStddev	CalibrationTimeAvg	CalibrationTimeStddev	CalibrationTimePercAvg	CalibrationTimePercStddev	CalibrationTaksAvg	CalibrationTasksStddev	CalibrationTasksPercAvg	CalibrationTasksPercStddev	CalibrationWattsAvg	CalibrationWattsStddev	ReconfigurationTimeWorkersAvg	ReconfigurationTimeWorkersStddev	ReconfigurationTimeFrequencyAvg	ReconfigurationTimeFrequencyStddev	ReconfigurationTimeTotalAvg	ReconfigurationTimeTotalStddev
10	25.22814	2	24.5889	0.645529401344	0.586884328373	0.243379020411	43.296	46.9778	3.40893352238	14.7604089677	2.2664909726	5.2	0.4	1392.8	538.278886824	2.994186	1.2118641893	140.0	2.52982212813	2.333332	0.042165019815	29.05054	4.07665876109	11.721422	6.10942144922	0.17036474	0.0625129718557	15.63074	5.52835333697
30	40.57802	0	40.09648	0.0626649630974	0	0	19.381	19.7616	0.135899374539	1.96377895877	0.70119898116	6.2	0.979795897113	893.4	78.0732988928	4.518888	0.371106747899	170.8	23.9616360042	2.846744	0.399265028201	38.38072	1.38488843074	5.915584	0.446666151599	0.1521528	0.0430442098982	9.233162	0.634227247425
50	55.9279	2	51.27332	4.8293992655	0.502790199525	0.00643685888438	13.913	15.4492	1.06468575646	16.188696423	5.59968225677	5.6	0.8	901.2	203.09741505	5.772584	0.901395360063	151.8	19.6305883763	2.529998	0.327175807321	38.26518	2.13286003235	7.937426	2.79863721764	0.1871516	0.0423774153653	11.600008	2.65076514483
70	71.27778	0	68.41722	0.836122850782	0	0	11.925	12.9884	0.224504432028	8.91740041929	1.88263674656	6.4	1.74355957742	896.6	198.652057628	6.903918	1.52842910673	178.6	47.7392919931	2.976666	0.795655335773	40.5316	0.791304651825	6.06186	0.778502570657	0.124092	0.00682619287744	9.532006	1.09225608788
90	86.62766	0	84.33754	0.161234631516	0	0	10.725	11.3026	0.0479941663122	5.38554778555	0.447498054193	6.0	1.26491106407	763.6	58.5716655047	6.755852	0.515637054541	161.0	23.7065391823	2.683332	0.395108705164	42.95652	2.6438436863	5.5561	0.622610953903	0.120108	0.0119130258625	8.804288	0.943093790106
