TimestampMillisecs	[[EmitterVc][WorkersVc][CollectorVc]]	Workers	Frequency	CurrentBandwidth	SmoothedBandwidth	CoeffVarBandwidth	SmoothedLatency	SmoothedUtilization	SmoothedWatts	
897	[[0][2,3,4,5,6,7,8,9,10,11,12,13,][1]]	12	1600000	37.6902	37.6902	0	3.18634e+08	99.999	49.5591	
2241	[[0][2,3,4,5,6,7,][1]]	6	2000000	23.8942	23.8942	0	2.51226e+08	99.9989	43.7645	
3919	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,][1]]	17	1300000	39.8641	39.8641	0	4.28218e+08	99.9989	49.0218	
6108	[[0][2,3,4,5,6,7,8,9,10,][1]]	9	1200000	6.78882	6.78882	0	1.47563e+08	33.3329	32.9946	
7596	[[0][2,3,4,5,][1]]	4	1700000	13.3275	13.3275	0	3.00241e+08	99.9977	31.042	
9204	[[0][2,3,4,5,6,][1]]	5	2100000	20.7979	20.7979	0	2.40448e+08	99.9984	40.3644	
10613	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,15,][1]]	14	2100000	55.4135	55.4135	0	2.52921e+08	99.999	71.2285	
11835	[[0][2,3,4,5,6,][1]]	5	2200000	21.5481	21.5481	0	2.32161e+08	99.9988	41.8521	
13206	[[0][2,3,4,5,6,7,8,9,10,][1]]	9	1500000	26.158	26.158	0	3.44224e+08	99.9986	38.4339	
14869	[[0][2,3,4,5,6,][1]]	5	2200000	21.6722	21.6722	0	2.3073e+08	99.9985	41.9749	
16099	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,][1]]	19	1900000	70.3068	70.3068	0	2.70622e+08	99.9988	76.4567	
17520	[[0][2,3,4,5,6,][1]]	5	2200000	21.8819	21.8819	0	2.28534e+08	99.9988	41.8579	
18883	[[0][2,3,][1]]	2	2300000	8.61142	8.61142	0	2.3277e+08	99.9993	34.073	
20177	[[0][2,3,4,5,6,][1]]	5	2200000	21.7126	21.7126	0	2.30355e+08	99.9989	42.0052	
21859	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,][1]]	13	1200000	17.5309	17.5309	0	3.5806e+08	69.2302	38.7909	
23639	[[0][2,3,4,5,6,][1]]	5	2200000	21.8649	21.8649	0	2.28681e+08	99.9989	41.997	
24961	[[0][2,3,4,5,6,7,8,9,][1]]	8	1600000	24.9524	24.9524	0	3.20709e+08	99.9989	38.228	
26568	[[0][2,3,4,5,6,][1]]	5	2200000	21.8417	21.8417	0	2.2894e+08	99.9989	42.126	
27974	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,][1]]	18	2000000	70.5098	70.5098	0	2.55705e+08	99.9989	79.1521	
29263	[[0][2,3,4,5,6,][1]]	5	2200000	20.2842	20.2842	0	2.47833e+08	99.9987	41.9301	
30046	[[0][2,3,4,5,6,][1]]	5	1400000	12.8195	12.8195	0	3.94002e+08	99.9986	29.318	
30748	[[0][2,3,4,5,6,][1]]	5	2200000	22.0477	22.0477	0	2.26796e+08	99.9989	42.9616	
31960	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,][1]]	15	1800000	53.2381	53.2381	0	2.82122e+08	99.999	62.4792	
33363	[[0][2,3,4,5,6,][1]]	5	2200000	21.9923	21.9923	0	2.27384e+08	99.9988	41.8608	
34780	[[0][2,3,4,5,6,7,8,9,10,11,][1]]	10	2200000	39.5418	39.5418	0	2.5453e+08	99.9988	58.1407	
35989	[[0][2,3,4,5,6,][1]]	5	2200000	21.3351	21.3351	0	2.35099e+08	99.9984	42.0245	
37237	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,][1]]	21	1500000	60.2155	60.2155	0	3.49207e+08	99.999	63.7565	
38847	[[0][2,3,4,5,6,][1]]	5	2200000	21.8104	21.8104	0	2.29266e+08	99.9989	43.4654	
40055	[[0][2,3,][1]]	2	1900000	7.62068	7.62068	0	2.62548e+08	99.9991	28.7695	
40567	[[0][2,3,][1]]	2	1900000	7.71113	7.66591	0.834286	2.60987e+08	99.9989	29.0434	
42024	[[0][2,3,4,5,6,][1]]	5	2200000	21.8522	21.8522	0	2.28815e+08	99.9988	41.902	
43414	[[0][2,3,4,5,6,7,8,9,10,11,12,13,][1]]	12	2300000	52.364	52.364	0	2.29388e+08	99.999	72.0266	
44702	[[0][2,3,4,5,6,][1]]	5	2200000	21.6154	21.6154	0	2.31369e+08	99.9984	41.9721	
46164	[[0][2,3,4,5,6,7,8,][1]]	7	1300000	18.0457	18.0457	0	3.87962e+08	99.9987	30.7838	
47783	[[0][2,3,4,5,6,7,][1]]	6	2000000	23.681	23.681	0	2.53441e+08	99.9989	41.0376	
48521	[[0][2,3,4,5,6,7,][1]]	6	2000000	23.3991	23.54	0.846769	2.54972e+08	99.9987	41.3973	
49077	[[0][2,3,4,5,6,7,][1]]	6	2000000	23.5361	23.5387	0.598868	2.54981e+08	99.9988	43.8281	
49837	[[0][2,3,4,5,6,7,][1]]	6	2000000	23.7049	23.5803	0.601979	2.54527e+08	99.9989	45.0949	
51030	[[0][2,3,4,5,6,7,8,9,10,11,12,13,][1]]	12	1600000	37.2525	37.2525	0	3.22417e+08	99.999	48.6658	
52447	[[0][2,3,4,5,6,7,][1]]	6	2000000	23.2361	23.2361	0	2.58342e+08	99.9988	40.8568	
54019	[[0][2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,][1]]	17	1300000	43.2304	43.2304	0	3.93512e+08	99.999	48.5857	
55681	[[0][2,3,4,5,][1]]	4	1700000	13.6349	13.6349	0	2.9343e+08	99.9988	30.9288	
