NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
5	7279	12.1988	3363	41.0522	40.9847	
5	14299	23.9635	708	8.64258	31.8802	
5	2298	3.85118	648	7.91016	31.6349	
1	58	0.0972013	396	4.83398	21.1642	
