NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
9	1599	6.89165	1545	7.89635	49.5747	
7	1289	5.55556	915	4.67648	51.478	
7	1167	5.02974	752	3.8434	47.1902	
