#Percentile	PrimaryRequired	PrimaryLossCnt	PrimaryAvg	PrimaryStddev	PrimaryLossAvg	PrimaryLossStddev	SecondaryOptimal	SecondaryAvg	SecondaryStddev	SecondaryLossAvg	SecondaryLossStddev	CalibrationStepsAvg	CalibrationStepsStddev	CalibrationTimeAvg	CalibrationTimeStddev	CalibrationTimePercAvg	CalibrationTimePercStddev	CalibrationTaksAvg	CalibrationTasksStddev	CalibrationTasksPercAvg	CalibrationTasksPercStddev	CalibrationWattsAvg	CalibrationWattsStddev	ReconfigurationTimeWorkersAvg	ReconfigurationTimeWorkersStddev	ReconfigurationTimeFrequencyAvg	ReconfigurationTimeFrequencyStddev	ReconfigurationTimeTotalAvg	ReconfigurationTimeTotalStddev
10	382.0707	0	351.763	0.0	0	0	34.135	33.6306	0.0	-1.47766222352	0.0	6.0	0.0	9460.0	0.0	2.68931	0.0	275.0	0.0	3.68732	0.0	43.2221	0.0	819.293	0.0	0.397437	0.0	821.596	0.0
30	992.5661	0	762.18	0.0	0	0	27.8025	32.7136	0.0	17.6642388274	0.0	5.0	0.0	9154.0	0.0	1.20103	0.0	253.0	0.0	3.37468	0.0	41.3968	0.0	692.911	0.0	0.229751	0.0	648.434	0.0
50	1603.0615	0	1525.51	0.0	0	0	24.9002	28.5698	0.0	14.7372310263	0.0	3.0	0.0	6261.0	0.0	0.41042	0.0	255.0	0.0	3.40545	0.0	52.2123	0.0	778.491	0.0	0.557054	0.0	780.973	0.0
70	2213.5569	0	1509.35	0.0	0	0	24.9002	28.4654	0.0	14.3179572855	0.0	5.0	0.0	9871.0	0.0	0.653989	0.0	356.0	0.0	4.74857	0.0	48.9226	0.0	858.487	0.0	0.654557	0.0	860.95	0.0
90	2824.0523	0	2795.16	0.0	0	0	24.9002	30.3304	0.0	21.807856965	0.0	5.0	0.0	9537.0	0.0	0.341196	0.0	300.0	0.0	4.0016	0.0	42.804	0.0	859.993	0.0	0.72377	0.0	719.031	0.0
