#Percentile	PrimaryRequired	PrimaryLossCnt	PrimaryAvg	PrimaryStddev	PrimaryLossAvg	PrimaryLossStddev	SecondaryOptimal	SecondaryAvg	SecondaryStddev	SecondaryLossAvg	SecondaryLossStddev	CalibrationStepsAvg	CalibrationStepsStddev	CalibrationTimeAvg	CalibrationTimeStddev	CalibrationTimePercAvg	CalibrationTimePercStddev	CalibrationTaksAvg	CalibrationTasksStddev	CalibrationTasksPercAvg	CalibrationTasksPercStddev	CalibrationWattsAvg	CalibrationWattsStddev	ReconfigurationTimeWorkersAvg	ReconfigurationTimeWorkersStddev	ReconfigurationTimeFrequencyAvg	ReconfigurationTimeFrequencyStddev	ReconfigurationTimeTotalAvg	ReconfigurationTimeTotalStddev
10	25.22814	0	23.59575	0.40695	0	0	138.581	45.75725	2.53035	66.9815847771	1.82589965435	52.0	18.0	4337.5	1449.5	3.35056	1.27331	174.5	60.5	2.90882	1.0085	42.8966	0.031	0.000930354	4.0979e-05	2.58426	0.74308	3.88047	0.41368
30	40.57802	0	39.01105	0.75085	0	0	309.582	71.2354	0.2017	76.9898120692	0.0651523667397	12.5	1.5	1116.0	156.0	1.31693	0.17917	46.0	5.0	0.7666665	0.0833335	43.7429	0.5795	0.0009998025	5.35275e-05	1.380457	1.127623	3.33536	0.38101
50	55.9279	0	52.7671	0.3565	0	0	431.251	79.84915	3.57695	81.4842980074	0.82943575783	209.0	4.0	17212.5	412.5	20.68275	1.21305	727.0	27.0	12.11775	0.45105	42.2788	0.2487	0.000768589	2.8033e-05	2.625185	0.254205	3.59917	0.13698
70	71.27778	0	67.26485	0.65535	0	0	503.145	102.60795	11.14905	79.6066839579	2.21587216409	211.0	58.0	17541.0	4841.0	25.643	7.8976	743.0	211.0	12.44763	3.45507	43.03335	0.35935	0.0008305405	2.57895e-05	2.74192	0.07723	3.73876	0.06846
90	86.62766	0	78.88575	6.13955	0	0	559.441	129.5262	39.6018	76.8472099828	7.07881617543	105.0	16.0	8807.0	1508.0	17.07925	6.74515	363.0	58.0	6.050585	0.967255	41.85225	0.46905	0.000784912	4.595e-05	2.621175	0.366645	3.57767	0.14416
