NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
5	8545	0.863322	247	3.29905	43.0739	
5	7760	0.784012	189	2.52438	56.7486	
3	5606	0.566388	154	2.0569	61.7739	
