TimestampMillisecs	[[EmitterVc][WorkersVc][CollectorVc]]	Workers	Frequency	CurrentBandwidth	SmoothedBandwidth	CoeffVarBandwidth	SmoothedLatency	SmoothedUtilization	SmoothedWatts	
503	[[0][1,2,3,4,5,6,7,8,9,10,11,]]	11	2400000	56182.9	56182.9	0	195746	99.9777	65.5072	
1004	[[0][1,2,3,4,5,6,7,8,9,10,11,]]	11	1600000	38708.2	38708.2	0	284113	99.9771	46.5264	
1506	[[0][1,2,3,4,5,]]	5	2400000	26330.5	26330.5	0	189847	99.9756	46.9487	
2009	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,]]	17	2400000	89502	89502	0	189894	99.9757	82.0883	
2511	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,]]	17	1200000	44763	44763	0	379683	99.9747	39.5836	
3017	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	2400000	73774.9	73774.9	0	189721	99.9757	72.9226	
3520	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36895.2	36895.2	0	379355	99.9742	35.4566	
4024	[[0][1,2,3,4,5,6,7,8,9,10,11,12,]]	12	2400000	63290.5	63290.5	0	189558	99.9767	67.3468	
4526	[[0][1,2,3,4,5,6,7,8,9,10,11,12,]]	12	1400000	36937.2	36937.2	0	324800	99.9767	37.8222	
5029	[[0][1,2,3,4,5,6,7,8,9,10,11,12,]]	12	1300000	34310.5	34310.5	0	349667	99.9769	35.4683	
5534	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	2400000	73780.3	73780.3	0	189706	99.9754	73.0288	
6037	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36967.7	36967.7	0	378616	99.9753	35.4542	
6537	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36936.5	36952.1	0.0597619	378775	99.975	35.4573	
7038	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36909.8	36938	0.078427	378919	99.9751	35.4143	
7539	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36942.8	36939.2	0.0643562	378907	99.9749	35.4047	
8040	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36933.2	36938	0.0561988	378919	99.975	35.4097	
8540	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36946.9	36939.5	0.051216	378904	99.9751	35.4107	
9041	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36921.8	36937	0.0501515	378930	99.975	35.4111	
9542	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36947.2	36938.2	0.0474589	378917	99.9749	35.4255	
10042	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36930.4	36937.4	0.0449487	378925	99.975	35.4312	
10543	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36905.5	36934.2	0.0503932	378958	99.975	35.4438	
11044	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36954.6	36932.9	0.0441647	378972	99.9751	35.4485	
11544	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36915.1	36930.7	0.0464942	378994	99.9751	35.4629	
12045	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36946.3	36934.4	0.0435217	378957	99.9751	35.4776	
12546	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36935.7	36933.7	0.0428297	378964	99.9751	35.4794	
13046	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36940.9	36934.4	0.0432654	378956	99.975	35.4706	
13547	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36930.4	36932.8	0.0416751	378972	99.975	35.4745	
14048	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36950.1	36935.6	0.0426226	378944	99.9751	35.4746	
14548	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36922.9	36933.2	0.0423273	378969	99.9752	35.4694	
15049	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36954.4	36935.6	0.0458832	378945	99.9752	35.4465	
15550	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36978.2	36942.9	0.0491623	378870	99.9752	35.4313	
16050	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36965.1	36943.9	0.0519422	378859	99.9751	35.4092	
16551	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,]]	14	1200000	36959.7	36948.4	0.0453969	378813	99.9751	35.3805	
