#Workers    Frequency   Time    Watts   Bandwidth
20	2200000	59.441	93.2515	1089.99
20	2300000	57.085	97.4278	1134.97
20	2400000	60.588	100.192	1069.35
21	1200000	103.481	50.0013	626.105
21	1300000	102.269	52.1533	633.525
21	1400000	96.515	56.2632	671.295
21	1500000	84.278	61.9621	768.765
21	1600000	79.571	66.0074	814.241
21	1700000	75.38	70.7235	859.512
21	1800000	73.074	74.1751	886.635
21	1900000	66.561	80.4303	973.393
21	2000000	66.913	82.6173	968.272
21	2100000	62.499	88.1544	1036.66
21	2200000	59.422	93.6063	1090.34
21	2300000	57.95	98.6666	1118.03
21	2400000	55.728	103.697	1162.61
22	1200000	106.04	50.991	610.996
22	1300000	101.555	54.389	637.979
22	1400000	92.999	58.3355	696.674
22	1500000	86.606	62.3762	748.101
22	1600000	80.459	67.3509	805.255
22	1700000	71.351	73.843	908.046
22	1800000	72.984	75.7905	887.729
22	1900000	69.668	80.3767	929.982
22	2000000	66.978	84.6355	967.333
22	2100000	65.122	90.0171	994.902
22	2200000	61.887	95.061	1046.91
22	2300000	58.867	99.6612	1100.62
22	2400000	56.06	104.521	1155.73
