NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
5	2398	14.9315	117481	11.7481	48.781	
4	1718	10.6974	55409	5.5409	47.9817	
3	1756	10.934	58399	5.8399	47.9928	
