TimestampMillisecs	[[EmitterVc][WorkersVc][CollectorVc]]	Workers	Frequency	CurrentBandwidth	SmoothedBandwidth	CoeffVarBandwidth	SmoothedLatency	SmoothedUtilization	SmoothedWatts	
1199	[[0][2,3,4,5,6,7,8,9,10,11,12,][1]]	11	2400000	52.0049	52.0049	0	2.11755e+08	99.9988	72.7436	
2071	[[0][2,3,4,5,6,7,8,9,10,11,12,][1]]	11	1200000	26.6901	26.6901	0	4.12503e+08	99.9978	35.4303	
3784	[[0][2,3,4,5,6,][1]]	5	2400000	20.4764	20.4764	0	2.44289e+08	99.9989	45.7581	
4781	[[0][2,3,4,5,6,][1]]	5	1200000	9.99032	9.99032	0	5.0091e+08	99.9992	26.023	
6875	[[0][2,3,][1]]	2	2400000	8.1713	8.1713	0	2.44809e+08	99.9993	35.107	
7591	[[0][2,3,][1]]	2	2300000	8.15917	8.15917	0	2.45383e+08	99.9993	33.936	
8307	[[0][2,3,][1]]	2	2200000	9.10898	9.10898	0	2.19575e+08	99.9995	32.7651	
8878	[[0][2,3,][1]]	2	1900000	6.31568	6.31568	0	3.24269e+08	99.9995	29.0709	
9392	[[0][2,3,][1]]	2	1900000	7.79422	7.05495	14.8192	2.90434e+08	99.9995	28.9936	
10745	[[0][2,3,4,5,6,][1]]	5	2400000	23.6183	23.6183	0	2.11766e+08	99.9987	45.7291	
11552	[[0][2,3,4,5,6,][1]]	5	1200000	12.2983	12.2983	0	4.06769e+08	99.9986	25.7199	
12364	[[0][2,3,4,5,6,][1]]	5	1200000	12.2831	12.2907	0.0877977	4.06948e+08	99.9989	25.8059	
13182	[[0][2,3,4,5,6,][1]]	5	1200000	12.269	12.2835	0.119383	4.07144e+08	99.9989	25.8129	
14010	[[0][2,3,4,5,6,][1]]	5	1200000	12.2546	12.2763	0.152611	4.07394e+08	99.9989	25.8646	
14823	[[0][2,3,4,5,6,][1]]	5	1200000	12.3935	12.2997	0.446123	4.06611e+08	99.9989	25.8592	
15676	[[0][2,3,4,5,6,][1]]	5	1200000	11.9642	12.2438	1.18838	4.08568e+08	99.9989	25.8771	
16492	[[0][2,3,4,5,6,][1]]	5	1200000	12.1878	12.2358	1.09922	4.08812e+08	99.9989	25.9023	
17321	[[0][2,3,4,5,6,][1]]	5	1200000	12.311	12.2452	1.03983	4.08492e+08	99.9989	25.9027	
18145	[[0][2,3,4,5,6,][1]]	5	1200000	12.2212	12.2425	0.975079	4.08567e+08	99.9989	25.9189	
18974	[[0][2,3,4,5,6,][1]]	5	1200000	12.2269	12.2409	0.920319	4.08609e+08	99.9989	25.9344	
19791	[[0][2,3,4,5,6,][1]]	5	1200000	12.3602	12.2471	0.961358	4.08392e+08	99.9989	25.9799	
20600	[[0][2,3,4,5,6,][1]]	5	1200000	12.3671	12.2555	1.0073	4.08113e+08	99.9989	25.998	
21400	[[0][2,3,4,5,6,][1]]	5	1200000	12.3772	12.2664	1.05462	4.07776e+08	99.9989	26.0491	
22206	[[0][2,3,4,5,6,][1]]	5	1200000	12.3848	12.2794	1.0953	4.0734e+08	99.9989	26.0436	
23012	[[0][2,3,4,5,6,][1]]	5	1200000	12.4729	12.2873	1.17183	4.07081e+08	99.9989	26.0758	
23815	[[0][2,3,4,5,6,][1]]	5	1200000	12.3357	12.3245	0.719204	4.05786e+08	99.9989	26.0808	
24654	[[0][2,3,4,5,6,][1]]	5	1200000	12.3108	12.3368	0.60846	4.05386e+08	99.9989	26.0821	
25459	[[0][2,3,4,5,6,][1]]	5	1200000	12.4515	12.3508	0.667911	4.04934e+08	99.9989	26.1073	
26258	[[0][2,3,4,5,6,][1]]	5	1200000	12.5113	12.3798	0.669163	4.03988e+08	99.999	26.1065	
27074	[[0][2,3,4,5,6,][1]]	5	1200000	12.3546	12.3926	0.519992	4.03563e+08	99.999	26.1512	
