NumSteps	TimeMs	Time%	TasksNum	Tasks%	Watts	
18	9788	29.2467	3274	39.9658	37.6424	
5	3795	11.3395	346	4.22363	46.2805	
2	3077	9.19413	120	1.46484	31.8351	
1	674	2.01392	62	0.756836	50.1752	
2	1518	4.53581	99	1.2085	33.4098	
3	1223	3.65435	247	3.01514	51.35	
