TimestampMillisecs	[[EmitterVc][WorkersVc][CollectorVc]]	Workers	Frequency	CurrentBandwidth	SmoothedBandwidth	CoeffVarBandwidth	SmoothedLatency	SmoothedUtilization	SmoothedWatts	
504	[[0][1,2,3,4,5,6,7,8,9,10,11,12,]]	12	1600000	40788.5	40788.5	0	294134	99.9768	43.3856	
1007	[[0][1,2,3,4,5,6,7,]]	7	2000000	30723.6	30723.6	0	227786	99.9768	39.2764	
1511	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,]]	18	1300000	51289.7	51289.7	0	350862	99.9754	44.6673	
2044	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2400000	120999	120999	0	190040	99.9764	100.352	
2546	[[0][1,2,3,4,]]	4	1700000	14951.4	14951.4	0	267465	99.9745	35.708	
3062	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105916	105916	0	217105	99.9771	86.3097	
3563	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105861	105889	0.0362442	217159	99.9767	86.3801	
4063	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105917	105898	0.0299776	217140	99.9767	86.396	
4564	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105917	105903	0.0260561	217130	99.9766	86.3772	
5064	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105923	105907	0.0241427	217122	99.9767	86.3363	
5565	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105853	105898	0.0300074	217140	99.9766	86.3316	
6065	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105948	105905	0.0327034	217125	99.9766	86.3389	
6566	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105903	105905	0.0302817	217126	99.9766	86.3477	
7066	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105915	105906	0.0285212	217124	99.9767	86.3579	
7566	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105872	105903	0.0287226	217130	99.9767	86.361	
8067	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105942	105905	0.0309318	217125	99.9766	86.3849	
8567	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105903	105909	0.0273658	217116	99.9766	86.3895	
9068	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105906	105908	0.0272654	217119	99.9766	86.3821	
9569	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105933	105910	0.0281963	217115	99.9767	86.4003	
10069	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105950	105913	0.0304943	217110	99.9767	86.4176	
10569	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105903	105918	0.023639	217100	99.9767	86.4209	
11070	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	2100000	105947	105918	0.0235507	217100	99.9767	82.6644	
