TimestampMillisecs	[[EmitterVc][WorkersVc][CollectorVc]]	Workers	Frequency	CurrentBandwidth	SmoothedBandwidth	CoeffVarBandwidth	SmoothedLatency	SmoothedUtilization	SmoothedWatts	
505	[[0][1,2,3,4,5,6,7,8,9,10,11,12,]]	12	1600000	40859.5	40859.5	0	293625	99.9773	43.9032	
1008	[[0][1,2,3,4,5,6,7,]]	7	2000000	30774	30774	0	227415	99.9779	41.7867	
1513	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,]]	18	1300000	51313.5	51313.5	0	350699	99.9753	44.4547	
2048	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,]]	23	1800000	90732.4	90732.4	0	253432	99.976	72.6371	
2551	[[0][1,2,3,4,]]	4	1700000	14955.3	14955.3	0	267401	99.9765	29.842	
3072	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67577.7	67577.7	0	325470	99.975	54.5583	
3573	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67553.5	67565.6	0.0253233	325528	99.9747	54.5544	
4073	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67585.8	67572.3	0.0249089	325495	99.9747	54.5202	
4574	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67580.3	67574.3	0.0211733	325486	99.9748	54.5498	
5075	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67580.6	67575.6	0.0188089	325480	99.9748	54.559	
5575	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67540.4	67569.7	0.0271275	325508	99.9748	54.5761	
6076	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67588.4	67572.4	0.0268723	325495	99.9748	54.5682	
6576	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67550.1	67569.6	0.0274756	325509	99.9747	54.5843	
7077	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67583.5	67571.1	0.0265992	325501	99.9747	54.5836	
7578	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67545.6	67568.6	0.0277869	325514	99.9748	54.6012	
8078	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67564.7	67567.3	0.0274158	325520	99.9748	54.6166	
8579	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67552.9	67567.2	0.0274899	325520	99.9748	54.6337	
9080	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67600.7	67568.7	0.0306372	325513	99.9747	54.6694	
9580	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67545.6	67565.2	0.0317235	325530	99.9747	54.6861	
10081	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67600.4	67567.2	0.0352178	325520	99.9747	54.6884	
10581	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67580.6	67571.2	0.0326924	325501	99.9747	54.6853	
11082	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67585.3	67570.9	0.0323359	325502	99.9747	54.7073	
11583	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,]]	22	1400000	67624.5	67578.4	0.0387716	325466	99.9748	54.7286	
